gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ChargeRatio,ServiceCount,HasPhoneService,HasInternetService,MultipleLines_Yes,MultipleLines_No,OnlineSecurity_Yes,OnlineSecurity_No,OnlineBackup_Yes,OnlineBackup_No,DeviceProtection_Yes,DeviceProtection_No,TechSupport_Yes,TechSupport_No,StreamingTV_Yes,StreamingTV_No,StreamingMovies_Yes,StreamingMovies_No,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureBucket_13-24_months,TenureBucket_25-48_months,TenureBucket_49+_months
0,0,0,0,42,0,1,54.75,2348.45,0,0.9791564649023825,5,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,False,False,True,False,False,True,False,False,True,False
1,0,0,0,44,1,1,90.4,4063.0,0,0.9789810484863403,4,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,True,False,False,False,False,False,True,False,True,False
1,0,0,1,1,1,0,44.0,44.0,0,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
0,0,0,0,27,1,1,95.6,2595.25,0,0.9945862633657643,4,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,True,False,False,False,False,False,False,False,True,False
1,1,1,0,27,1,1,84.8,2309.55,0,0.9913619536273299,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,False,False,False,False,False,True,False
0,1,0,0,2,1,1,44.3,89.3,0,0.9921612541993281,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
0,0,0,0,19,1,0,19.9,367.55,0,1.0287035777445244,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,True,False,False
0,1,1,0,42,1,1,95.05,3944.5,0,1.0120674356699202,4,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,False,True,False
0,0,0,0,66,1,1,90.05,5965.95,0,0.9962034546048828,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,True
1,1,1,0,33,1,1,109.9,3694.7,0,0.981595258072374,7,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,True,False,False,False,False,False,False,False,True,False
0,0,0,0,34,1,1,73.95,2524.45,1,0.9959793222286044,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,True,False,False,False,True,False
1,1,0,0,33,0,1,54.6,1803.7,0,0.9989466097466319,4,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,False,False,False,False,False,True,False,False,True,False
0,0,1,1,23,1,0,20.05,415.1,0,1.1109371235846783,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,True,False,False
0,0,0,0,32,1,0,19.75,624.15,0,1.012577104862613,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,False
0,0,0,0,11,1,0,20.05,237.7,0,0.9278502313840977,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,True,False,False,False,False,False
1,0,1,1,69,1,1,99.45,7007.6,1,0.979229693475655,5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,True,False,False,False,False,True
0,0,1,0,68,1,0,55.9,3848.8,0,0.9876325088339222,3,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,False,False,True,False,False,False,False,False,False,True
1,0,0,0,20,1,1,19.7,419.4,0,0.9394372913686219,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,True,False,False
1,0,0,0,72,1,1,19.8,1468.75,0,0.9706212765957448,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
1,0,1,1,60,1,1,95.4,5812.0,0,0.9848589125946318,5,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,True,False,True,False,False,False,False,False,False,True
1,1,1,1,32,1,1,93.95,2861.45,0,1.0506561358751683,4,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,True,False,False,False,False,False,True,False,True,False
0,0,0,0,1,1,1,19.9,19.9,1,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,0,0,0,1,1,1,19.6,19.6,1,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,1,0,0,3,1,1,81.35,233.7,1,1.0442875481386393,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,1,0,46,1,1,24.45,1066.15,0,1.0549172255311166,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,False
0,0,1,0,29,1,1,74.95,2149.05,0,1.0114003862171657,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,True,False
1,0,0,0,51,1,1,87.35,4473.0,0,0.9959423205902078,5,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,True,False,False,False,False,True,False,False,False,True
0,1,1,0,48,1,1,70.65,3545.05,0,0.9566014583715322,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,False,True,False
0,0,1,1,16,1,0,73.25,1195.75,0,0.9801379887100147,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False
1,0,1,0,70,1,1,98.7,6858.9,0,1.0073043782530726,6,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,True,False,False,True,False,False,False,False,False,True
0,0,1,1,40,1,1,24.8,1024.7,0,0.9680882209427148,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,True,False
0,0,1,1,22,1,0,83.3,1845.9,1,0.992794842624194,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,True,False,False
0,1,0,0,1,1,1,75.3,75.3,1,1.0,2,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False
0,0,1,1,5,1,1,24.3,132.25,0,0.9187145557655955,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,0,0,7,1,1,69.85,515.45,0,0.9485886118925209,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False
1,0,0,1,29,1,0,100.55,2830.45,0,1.03020721086753,6,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,True,False,True,False,True,False,False,False,True,False
1,0,1,1,44,1,0,25.7,1110.5,0,1.0182800540297163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,False,True,False
0,0,0,0,10,0,0,40.7,449.3,0,0.9058535499666147,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False
0,1,1,0,55,1,0,51.65,2838.55,0,1.0007750435962022,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,True
1,1,1,0,52,1,1,105.1,5376.4,0,1.0165166282270666,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,True,False,False,False,False,False,False,True
0,0,1,1,10,1,0,85.95,858.6,0,1.00104821802935,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
1,0,0,0,18,1,1,75.6,1395.05,0,0.9754489086412673,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False
0,0,1,0,68,1,0,58.25,3975.7,0,0.996302537917851,4,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,False,False,True,False,False,False,False,False,False,True
0,0,1,1,61,1,1,19.4,1182.55,1,1.0007187856750241,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,True
0,0,1,1,72,0,1,65.2,4784.45,0,0.9811786098715632,6,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,True
1,0,0,0,2,1,0,53.45,119.5,0,0.894560669456067,3,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
1,0,0,0,12,1,1,45.4,518.9,1,1.0499132780882636,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False
1,0,1,0,41,1,1,19.75,899.45,0,0.9002723886819722,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,True,False,False,True,False
0,0,0,0,26,0,1,44.45,1183.8,0,0.9762628822436223,3,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,False,False,False,False,True,False,False,False,True,False
1,0,1,0,36,1,0,20.85,720.05,0,1.042427609193806,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,False
1,0,1,1,72,1,1,114.05,8468.2,0,0.9696984010769703,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,True,False,False,False,False,True
1,0,1,0,35,1,1,89.85,3161.2,0,0.9947962798937113,4,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,True,False,False,False,False,False,False,False,True,False
1,0,0,0,1,1,0,55.05,55.05,0,1.0,3,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,0,1,1,16,1,1,112.95,1882.55,0,0.9599745026692519,7,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,True,False,False,False,False,True,False,True,False,False
0,1,0,0,49,1,0,101.55,5070.4,0,0.981372278321237,5,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,True,False,False,False,True,False,False,False,False,True
0,0,1,0,54,1,1,114.65,6049.5,0,1.0234068931316638,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,True,False,False,False,True,False,False,True
0,0,0,1,18,1,0,64.8,1166.7,0,0.9997428644895858,4,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,False,False,False,False,False,True,False,True,False,False
0,0,1,0,36,1,0,80.4,2937.65,0,0.9852773475397001,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,True,False
0,0,0,0,60,1,1,105.9,6396.45,1,0.9933635063199119,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,True
0,0,0,0,1,1,0,69.55,69.55,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,True,False,False,False
0,0,1,1,52,1,1,25.05,1270.25,0,1.0254674276717182,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True
1,0,1,1,8,1,1,94.75,759.55,0,0.9979593180172471,4,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
1,0,1,1,72,1,0,105.5,7611.55,0,0.9979570521115936,6,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,True,False,False,True,False,False,False,False,False,True
0,0,0,0,64,1,0,24.7,1642.75,0,0.9622888449246689,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,False,False,True
0,1,0,0,22,1,1,69.75,1545.4,0,0.9929468098874077,5,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,False,False,False,False,False,False,True,True,False,False
1,0,1,0,60,0,1,60.2,3582.4,0,1.0082626172398392,5,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,False,False,False,False,False,False,True
0,0,1,1,28,1,1,81.05,2227.1,1,1.018993309685241,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,True,False
0,0,1,0,61,1,0,24.4,1417.9,0,1.0497214189999293,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
0,0,0,0,24,1,1,104.15,2494.65,0,1.0019842462870545,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,True,False,False
1,0,1,1,28,1,0,92.9,2768.35,0,0.9396210739249012,5,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,True,False,True,False,False,False,False,False,True,False
0,0,1,1,30,1,0,80.8,2369.3,0,1.0230869877178912,6,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,False,True,False
1,0,1,0,2,1,0,20.0,38.0,0,1.0526315789473684,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,0,0,0,1,1,1,75.1,75.1,0,1.0,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,0,1,6,1,0,19.65,100.9,0,1.168483647175421,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,1,0,24,1,1,69.45,1614.05,0,1.0326817632663179,4,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,False,False,False,False,False,False,False,True,False,False
1,0,1,1,4,1,0,101.15,385.9,1,1.0484581497797358,5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
1,0,0,0,7,1,1,99.8,673.25,1,1.0376531748978834,5,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
1,1,1,0,72,1,1,116.05,8404.9,0,0.9941343739961214,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,False,False,True
1,0,0,0,70,0,1,40.05,2799.75,0,1.001339405304045,2,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,False,False,False,True,False,False,True,False,False,True
1,1,1,0,64,1,0,102.1,6538.45,0,0.9993805871422126,6,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,True,False,False,True,False,True,False,False,False,True
1,0,1,1,72,1,1,89.7,6588.95,0,0.9801865244082898,4,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,True,False,True,False,False,True,False,False,False,True
0,0,0,1,44,1,0,19.9,868.1,0,1.0086395576546479,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,True,False
0,0,1,1,13,1,0,55.95,734.35,1,0.9904677606046163,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,False,False,False,False,False,True,False,True,False,False
0,1,0,0,17,1,0,20.65,330.6,0,1.0618572292800965,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,True,False,False
1,0,0,0,1,1,1,55.0,55.0,1,1.0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,False,False,False,False,False,True,False,False,False,False
1,0,1,0,9,1,1,70.05,564.4,0,1.1170269312544294,4,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,False,False,False,False,False,False,True,False,False,False
1,0,1,0,24,1,0,53.6,1315.35,0,0.9779906488767249,3,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,False,False,False,False,False,False,True,True,False,False
0,0,1,1,1,1,1,74.7,74.7,1,1.0,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,0,0,24,1,1,80.25,1861.5,1,1.0346494762288476,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
1,1,1,1,35,1,1,76.05,2747.2,0,0.9688956027955737,5,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,False,False,False,False,False,True,False,False,True,False
0,0,1,1,7,1,1,75.7,554.05,0,0.9564118761844599,6,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,False,False,False,False,False,True,False,False,False,False
1,0,0,0,5,1,1,96.1,453.4,1,1.0597706219673577,4,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,True,False,False,False,False,True,False,False,False,False
0,0,0,1,15,1,0,69.0,994.8,1,1.040410132689988,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False
1,0,1,1,11,1,0,19.65,225.75,0,0.9574750830564783,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,False
0,0,1,0,48,0,1,45.3,2145.0,1,1.0137062937062935,3,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,False,False,False,False,False,False,False,False,True,False
0,1,0,0,20,1,1,81.45,1671.6,0,0.9745154343144293,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,True,False,False
0,0,1,0,72,1,1,108.5,8003.8,0,0.9760363827182088,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,True,False,True,False,False,False,False,False,False,True
0,0,1,1,8,1,1,83.55,680.05,1,0.982868906698037,3,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,True,False,False,False,False,True,False,False,False,False
1,0,1,1,72,1,1,84.5,6130.85,0,0.992358318993288,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,True,True,False,False,False,False,True
0,0,0,0,15,1,1,100.15,1415.0,0,1.061660777385159,5,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,True,False,False
1,0,0,0,72,1,1,88.6,6201.95,0,1.0285797208942349,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,False,False,True
0,0,1,1,0,0,1,52.55,0.0,0,1.0,4,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,False,False,False,True,False,False,False,False,False,False
1,0,0,1,1,1,1,74.35,74.35,1,1.0,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,1,1,63,1,1,104.8,6597.25,0,1.0007806282920912,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,True,False,False,False,False,False,True
0,0,0,0,2,1,1,59.0,114.15,0,1.0337275514673674,3,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,False,False,False,False,False,True,False,False,False,False
0,0,1,0,2,1,1,74.4,139.4,1,1.067431850789096,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,1,1,0,61,1,0,64.05,3902.6,0,1.0011402654640496,4,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,False,False,True,False,False,False,False,False,False,True
1,0,0,0,1,1,0,20.4,20.4,0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,0,0,0,22,0,1,43.75,903.6,1,1.0651837096060204,3,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,False,False,True,False,False,False,False,True,False,False
1,0,1,0,28,1,0,60.9,1785.65,0,0.9549463780696105,4,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,False,False,False,False,False,False,True,False,True,False
0,0,1,0,70,1,0,19.8,1397.65,0,0.9916645798304295,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True
0,1,0,0,5,0,0,28.45,131.05,1,1.085463563525372,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
0,0,0,0,12,1,1,99.7,1238.45,1,0.9660462675118091,6,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,True,False,False,False,False,False,False,False,False,False
1,0,0,0,34,1,0,116.25,3899.05,0,1.0137084674471986,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,True,False,True,False,False,False,True,False
0,1,1,0,71,1,1,80.7,5676.0,0,1.00946088794926,3,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,True,True,False,False,False,False,True
0,0,1,1,70,1,0,65.2,4543.15,0,1.0045893267886818,4,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,False,False,True,False,False,False,False,False,False,True
0,0,1,1,52,1,1,84.05,4326.8,0,1.0101229546084864,4,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,True,False,False,False,False,False,False,False,False,True
1,0,0,1,69,1,1,79.45,5502.55,0,0.9962744545710626,7,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,False,False,False,True,True,False,False,False,False,True
0,1,0,0,20,1,1,94.1,1782.4,1,1.0558797127468582,5,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,True,False,False,False,False,True,False,True,False,False
1,0,0,1,11,1,1,78.0,851.8,0,1.0072787039211082,3,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,True,False,False,False,False,False,True,False,False,False
1,0,1,0,2,1,1,94.2,167.5,1,1.124776119402985,4,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,True,False,False,False,False,True,False,False,False,False
0,0,1,1,6,1,1,80.5,502.85,1,0.9605250074574923,3,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,0,0,1,1,0,19.85,19.85,0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,1,1,1,20,1,0,94.3,1818.3,0,1.0372325798823077,5,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,True,False,True,False,True,False,False,True,False,False
1,0,0,0,61,1,1,106.45,6300.15,0,1.030681809163274,6,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,True
0,1,1,0,5,1,1,74.35,334.8,1,1.1103643966547192,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,0,0,56,1,1,105.45,5916.95,0,0.9980141796026669,6,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,True,False,False,False,False,False,False,False,False,True
1,0,0,0,30,1,1,95.0,2852.4,0,0.9991586032814471,6,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,True,False,False,False,True,False,False,False,True,False
1,0,0,0,40,1,0,104.8,4131.95,1,1.0145330897034088,6,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,True,False,False,False,False,False,False,False,True,False
0,0,0,0,28,1,0,54.3,1546.3,0,0.9832503395201448,3,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,False,False,True,False,False,False,True,False,True,False
0,1,1,0,5,1,0,70.05,302.6,0,1.1574686054196959,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,1,1,0,27,1,1,75.2,1929.35,1,1.0523751522533498,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,False,True,False
1,0,0,0,12,1,0,20.05,265.45,0,0.9063853833113582,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False
1,0,1,1,67,1,1,105.4,6989.45,0,1.0103513151964747,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,True,False,False,True,False,False,False,True
1,1,1,0,29,1,1,51.6,1442.0,0,1.0377253814147018,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,True,False
1,0,1,1,55,1,0,85.5,4713.4,0,0.9976874443077185,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,False,False,False,False,True
0,0,0,0,23,1,0,75.6,1758.6,1,0.9887410440122826,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False
1,0,1,0,34,1,1,100.05,3480.0,1,0.9774999999999999,5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,True,False
1,0,0,0,52,1,0,91.25,4738.3,0,1.0014140092438215,4,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,True,False,True,False,False,True,False,False,False,True
1,1,1,1,72,1,1,115.75,8399.15,0,0.9922432627111077,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,True,False,False,False,False,True
1,0,1,1,58,1,1,94.7,5430.35,0,1.0114633495078587,5,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,True,False,True,False,True,False,False,False,False,True
1,0,1,1,35,1,0,19.6,686.95,0,0.9986170754785646,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,True,False
0,1,0,0,56,1,1,99.9,5706.3,0,0.9803900951579834,6,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,True,False,False,True,False,False,False,False,False,True
0,0,1,1,24,1,1,21.1,490.65,0,1.0321002751452157,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,True,False,False
1,0,1,1,70,1,0,20.05,1360.25,0,1.0317956258040801,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
1,0,0,0,2,1,1,79.95,174.45,0,0.9165950128976785,2,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,True,False,False,False,False,True,False,False,False,False
1,1,1,1,68,1,1,107.15,7379.8,0,0.9873167294506627,6,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,True,False,True,False,True,False,False,False,False,True
0,0,0,0,1,1,1,85.0,85.0,1,1.0,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
1,0,0,0,12,1,1,89.55,1021.75,0,1.0517249816491312,4,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,True,False,False,False,False,True,False,False,False,False
0,0,1,0,63,1,1,81.55,5029.05,0,1.021594535747308,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,True
0,0,1,1,33,1,1,58.45,1955.4,0,0.9864222154034981,4,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,False,False,True,False,False,False,True,False,True,False
0,0,1,0,69,1,1,95.65,6744.2,0,0.9785964235936064,4,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,True,False,True,False,True,False,False,False,False,True
0,0,1,1,60,1,1,80.6,4946.7,0,0.97762144459943,6,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,False,False,True
0,0,1,1,72,1,1,113.1,8248.5,0,0.9872340425531915,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,False,False,True
0,0,0,0,11,1,1,58.95,601.6,0,1.077875664893617,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,False,False,False,False,False,False,True,False,False,False
0,0,0,0,1,1,0,19.55,19.55,0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
